Parent SKU,Variant SKU,seller-sku,asin1,item-name,Variation,Vartiation Qunatity,Multiple listing,listing-id,price,open-date,status,Taxonomy,T1,T2,T3,End Node,Manufacture Name,Manufacture Part#,Data Source Status,MFR HTML1,MFR HTML2,MFR PDF URL1,MFR PDF Page#1,MFR PDF URL2,MFR PDF Page#2,Image URL,Amazon Link,Third Party HTML 1,Third Party HTML 2,Feature Copy,Feature Bullet,Short Description,Video URL,EAN,Product Name,Attrname1,AttrValue1,AttrUnit1,Flag1,Attrname2,AttrValue2,AttrUnit2,Flag2,Attrname3,AttrValue3,AttrUnit3,Flag3,Attrname4,AttrValue4,AttrUnit4,Flag4,Attrname5,AttrValue5,AttrUnit5,Flag5,Attrname6,AttrValue6,AttrUnit6,Flag6,Attrname7,AttrValue7,AttrUnit7,Flag7,Attrname8,AttrValue8,AttrUnit8,Flag8,Attrname9,AttrValue9,AttrUnit9,Flag9,Attrname10,AttrValue10,AttrUnit10,Flag10,Attrname11,AttrValue11,AttrUnit11,Flag11,Attrname12,AttrValue12,AttrUnit12,Flag12,Attrname13,AttrValue13,AttrUnit13,Flag13,Attrname14,AttrValue14,AttrUnit14,Flag14,Attrname15,AttrValue15,AttrUnit15,Flag15,Attrname16,AttrValue16,AttrUnit16,Flag16,Attrname17,AttrValue17,AttrUnit17,Flag17,Attrname18,AttrValue18,AttrUnit18,Flag18,Attrname19,AttrValue19,AttrUnit19,Flag19,Attrname20,AttrValue20,AttrUnit20,Flag20,Attrname21,AttrValue21,AttrUnit21,Flag21,Fill Rate,Altius Remarks,PT Update/Not Update Status,Altius Comments,Data QC Comments,Data QC  Updated Status,Site Audit Comments,Site Audit Updated Status
Parent_57,Child_3,38-3CKJ-CG88,B0764FN9RC,"Wisdom Fresh Effect Dental Wood-Count, Pack of 4, 400-Count",Y,4,Y,0322U2W0Y6B,6.85,22/03/2018 09:41:53 GMT,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/fresh-effect-dental-sticks/,,,,,,https://images-its.chemistdirect.co.uk/Wisdom-Dental-Sticks-Mint-Fluoride-21788.jpg?o=e01xwhRjlcXj$VQNxuxM0xiBqnUj&V=wtnF&w=800&h=800,https://www.amazon.co.uk/Wisdom-Effect-Dental-Wood-Count-400-Count/dp/B0764FN9RC/ref=sr_1_1?keywords=B0764FN9RC&qid=1553582860&s=gateway&sr=8-1,https://www.dentocare.co.uk/between-the-teeth/wisdom-fresh-effect-woodsticks.html,https://oman.desertcart.com/products/53103736-wisdom-wood-dental-sticks-with-mint-fluoride-pack-of-3,"Wisdom Fresh Effects Extra Minty Dental Sticks with their triangular profile have been designed to effectively clean between the teeth and remove food debris after meals or whenever you need them, whilst the intense mint flavour leaves your mouth with a clean and fresh feeling after use.They also contain fluoride to help strengthen teeth against decay.Regular use helps fight plaque, gum disease and tooth decay. Use after every meal to help keep your teeth and gums healthy.",•100 sticks|•Contains fluoride|•Mint flavour|•Triangular profile as recommended by dentists,Wisdom® Dental Stick Wood 400 Sticks 4 Pack,,,Dental Stick,Brand,Wisdom®,,,Product Type,Dental Stick,,,Used For,"Clean Between the Teeth and Remove Food Debris, Fight Plaque, Gum Disease and Tooth Decay",,,Special Features,"Contains Fluoride, Mint Flavour, Keep Out of the Reach and Sight of Children.",,,Ingredients,,,,Size,,,,Material,Wood,,,Colour,,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,Legacy,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_57,Child_4,ZK-CK4W-79DU,B008FRM1V6,Wisdom Wood Dental Sticks with Mint Fluoride - Pack of 3,Y,3,Y,1020SPZBQ55,5.33,20/10/2017 14:55:41 BST,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Wisdom,,Found,https://wisdom-toothbrushes.com/products/fresh-effect-dental-sticks/,,,,,,https://images-its.chemistdirect.co.uk/Wisdom-Dental-Sticks-Mint-Fluoride-21788.jpg?o=e01xwhRjlcXj$VQNxuxM0xiBqnUj&V=wtnF&w=800&h=800,https://www.amazon.co.uk/Wisdom-Wood-Dental-Sticks-Fluoride/dp/B008FRM1V6,https://www.ebay.co.uk/p/wisdom-Wood-Dental-Sticks-With-MINT-Fluoride-Pack-of-3/2135746364,https://www.weldricks.co.uk/products/wisdom-mint-fluoride-dental-sticks-pack-of-100,"Wisdom Fresh Effects Extra Minty Dental Sticks with their triangular profile have been designed to effectively clean between the teeth and remove food debris after meals or whenever you need them, whilst the intense mint flavour leaves your mouth with a clean and fresh feeling after use.They also contain fluoride to help strengthen teeth against decay.Regular use helps fight plaque, gum disease and tooth decay. Use after every meal to help keep your teeth and gums healthy.",•100 sticks|•Contains fluoride|•Mint flavour|•Triangular profile as recommended by dentists,Wisdom® Dental Stick Wood 300 Sticks 3 Pack,,5028763008526,Dental Stick,Brand,Wisdom®,,,Product Type,Dental Stick,,,Used For,"Clean Between the Teeth and Remove Food Debris, Fight Plaque, Gum Disease and Tooth Decay",,,Special Features,"Contains Fluoride, Mint Flavour, Keep Out of the Reach and Sight of Children.",,,Ingredients,,,,Size,,,,Material,Wood,,,Colour,,,,Re-Usable (Yes/No),,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_58,Child_1,SGL-OSFM,,1x Oral-B Satin Floss Mint 25m (Flossing Action For A Fresh Clean Feeling),,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/satin-tape,,,,,,https://azcdn.cassini.pgsitecore.com/en-gb/-/media/OralB_GB/Images/Products/OralBSatinTape/Oral-B-Satin-Tape_1200x1200.png?w=1210&v=1-201604142312,https://www.amazon.com/Oral-B-Satin-Flossing-Action-Feeling/dp/B0081Y6182,https://www.boots.com/oral-b-satin-tape-mint-10038088,https://guide.alibaba.com/shop/6x-oral-b-satin-floss-mint-25m-flossing-action-for-a-fresh-clean-feeling_36880403.html,"Oral-B Satin Tape is made of a silky ribbon-like floss that wraps comfortably around fingers and slides smoothly between teeth and below the gum line for a more elegant experience. Oral-B Satin Tape’s 2-layered design effectively removes plaque and food particles to help prevent cavities and gum problems, offering a simple and easy way to greatly improve the health of your teeth and gums. The floss is easy to insert and handle to help you reach even the tightest spots, lets you know it’s working by adding a burst of mint freshness and is gentle on gums and fingers for your comfort.",•Flossing action for a fresh clean feeling|•Burst of freshness|•Wide satin-like ribbon|•Comfort Grip,Oral-B® Statin Tape Dental Floss Silky Ribbon 25 m 1 Pack,,0750343679127,Satin Tape Dental Floss,Brand,Oral-B®,,,Product Type,Satin Tape Dental Floss,,,Used For,Remove Plaque and Food Particles Between Your Teeth,,,Special Features,Oral-B Satin Tape’s 2-Layered Design Effectively Removes Plaque and Food Particle,,,Ingredients,,,,Size,25,m,,Material,Silky Ribbon,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_58,Child_2,XN-KG3J-1YV8,B0081Y6182,6x Oral-B Satin Floss Mint 25m (Flossing Action For A Fresh Clean Feeling),Y,6,Y,0308VAKU19G,7.99,08/03/2019 21:33:15 GMT,Active,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/satin-tape,,,,,,https://azcdn.cassini.pgsitecore.com/en-gb/-/media/OralB_GB/Images/Products/OralBSatinTape/Oral-B-Satin-Tape_1200x1200.png?w=1210&v=1-201604142312,https://www.amazon.com/Oral-B-Satin-Flossing-Action-Feeling/dp/B0081Y6182,https://www.boots.com/oral-b-satin-tape-mint-10038088,https://guide.alibaba.com/shop/6x-oral-b-satin-floss-mint-25m-flossing-action-for-a-fresh-clean-feeling_36880403.html,"Oral-B Satin Tape is made of a silky ribbon-like floss that wraps comfortably around fingers and slides smoothly between teeth and below the gum line for a more elegant experience. Oral-B Satin Tape’s 2-layered design effectively removes plaque and food particles to help prevent cavities and gum problems, offering a simple and easy way to greatly improve the health of your teeth and gums. The floss is easy to insert and handle to help you reach even the tightest spots, lets you know it’s working by adding a burst of mint freshness and is gentle on gums and fingers for your comfort.",•Flossing action for a fresh clean feeling|•Burst of freshness|•Wide satin-like ribbon|•Comfort Grip,Oral-B® Statin Tape Dental Floss Silky Ribbon 25 m 6 Pack,,0750343679127,Satin Tape Dental Floss,Brand,Oral-B®,,,Product Type,Satin Tape Dental Floss,,,Used For,Remove Plaque and Food Particles Between Your Teeth,,,Special Features,Oral-B Satin Tape’s 2-Layered Design Effectively Removes Plaque and Food Particle,,,Ingredients,,,,Size,25,m,,Material,Silky Ribbon,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,<Material>Not valid,Updated,,
Parent_59,Child_1,SGL-OSM,,Oral-B Satin Tape Mint (25 meters waxed) x 1 units,,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/satin-tape,,,,,,https://azcdn.cassini.pgsitecore.com/en-us/-/media/OralB/Images/Products/OralbCompleteSatinTape/GroupImage/Oral-BCompleteMintFlavorSatinTapeFloss_1200.png?w=1210&v=1-201507070644,https://www.amazon.com/Oral-B-Statin-Dental-Floss-Units/dp/B013L7GNQI,https://www.boots.com/oral-b-satin-tape-mint-10038088,https://skinflint.co.uk/oral-b-satin-tape-dental-floss-a752257.html,"Oral-B Satin Tape is made of a silky ribbon-like floss that wraps comfortably around fingers and slides smoothly between teeth and below the gum line for a more elegant experience. Oral-B Satin Tape’s 2-layered design effectively removes plaque and food particles to help prevent cavities and gum problems, offering a simple and easy way to greatly improve the health of your teeth and gums. The floss is easy to insert and handle to help you reach even the tightest spots, lets you know it’s working by adding a burst of mint freshness and is gentle on gums and fingers for your comfort.",•Flossing action for a fresh clean feeling|•Burst of freshness|•Wide satin-like ribbon|•Comfort Grip,Oral-B® Statin Tape Dental Floss Silky Ribbon 25 m 12 Pack,,0754465847228,Satin Tape Dental Floss,Brand,Oral-B®,,,Product Type,Satin Tape Dental Floss,,,Used For,Remove Plaque and Food Particles Between Your Teeth,,,Special Features,Oral-B Satin Tape’s 2-Layered Design Effectively Removes Plaque and Food Particle,,,Ingredients,,,,Size,25,m,,Material,Silky Ribbon,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parent_59,Child_2,01-M9XO-BSZ6,B013L7GNQI,Oral-B Satin Tape Mint (25 meters waxed) x 12 units,Y,12,Y,0308VAKU03C,17,08/03/2019 21:29:25 GMT,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/satin-tape,,,,,,https://azcdn.cassini.pgsitecore.com/en-us/-/media/OralB/Images/Products/OralbCompleteSatinTape/GroupImage/Oral-BCompleteMintFlavorSatinTapeFloss_1200.png?w=1210&v=1-201507070644,https://www.amazon.com/Oral-B-Statin-Dental-Floss-Units/dp/B013L7GNQI,https://www.boots.com/oral-b-satin-tape-mint-10038088,https://skinflint.co.uk/oral-b-satin-tape-dental-floss-a752257.html,"Oral-B Satin Tape is made of a silky ribbon-like floss that wraps comfortably around fingers and slides smoothly between teeth and below the gum line for a more elegant experience. Oral-B Satin Tape’s 2-layered design effectively removes plaque and food particles to help prevent cavities and gum problems, offering a simple and easy way to greatly improve the health of your teeth and gums. The floss is easy to insert and handle to help you reach even the tightest spots, lets you know it’s working by adding a burst of mint freshness and is gentle on gums and fingers for your comfort.",•Flossing action for a fresh clean feeling|•Burst of freshness|•Wide satin-like ribbon|•Comfort Grip,Oral-B® Statin Tape Dental Floss Silky Ribbon 25 m 12 Pack,,0754465847228,Satin Tape Dental Floss,Brand,Oral-B®,,,Product Type,Satin Tape Dental Floss,,,Used For,Remove Plaque and Food Particles Between Your Teeth,,,Special Features,Oral-B Satin Tape’s 2-Layered Design Effectively Removes Plaque and Food Particle,,,Ingredients,,,,Size,25,m,,Material,Silky Ribbon,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_59,Child_3,5K-B6XX-ED41,B006JK91V4,"Oral-B Satin Tape, 25-Meters (6 Units)",Y,6,Y,1213UMAJ0ZX,8.65,13/12/2018 13:02:06 GMT,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Oral-B,,Found,https://www.oralb.co.uk/en-gb/products/floss/satin-tape,,,,,,"https://res.cloudinary.com/mtree/image/upload/f_auto,q_auto/OralB_GB/en-gb/-/media/OralB_GB/Images/Products/OralBSatinTape/Oral-B-Satin-Tape_1200x1200.png?w=1210&v=1-201604142312",https://www.amazon.co.uk/Oral-B-Satin-Tape-25-Meters-Units/dp/B006JK91V4,https://www.boots.com/oral-b-satin-tape-mint-10038088,https://skinflint.co.uk/oral-b-satin-tape-dental-floss-a752257.html,"Oral-B Satin Tape is made of a silky ribbon-like floss that wraps comfortably around fingers and slides smoothly between teeth and below the gum line for a more elegant experience. Oral-B Satin Tape’s 2-layered design effectively removes plaque and food particles to help prevent cavities and gum problems, offering a simple and easy way to greatly improve the health of your teeth and gums. The floss is easy to insert and handle to help you reach even the tightest spots, lets you know it’s working by adding a burst of mint freshness and is gentle on gums and fingers for your comfort.",•Flossing action for a fresh clean feeling|•Burst of freshness|•Wide satin-like ribbon|•Comfort Grip,Oral-B® Statin Tape Dental Floss Silky Ribbon 25 m 6 Pack,,,Satin Tape Dental Floss,Brand,Oral-B®,,,Product Type,Satin Tape Dental Floss,,,Used For,Remove Plaque and Food Particles Between Your Teeth,,,Special Features,Oral-B Satin Tape’s 2-Layered Design Effectively Removes Plaque and Food Particle,,,Ingredients,,,,Size,25,m,,Material,Silky Ribbon,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_59,Child_1,SGL-CTPGH,,Colgate Total Pro Gum Health Floss (25m) - Pack of 1,,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Colgate,,Found,https://www.colgate.com/en-gb/products/specialty/colgate-total-pro-gum-floss,,,,,,https://images-na.ssl-images-amazon.com/images/I/61DQ0Y-DO1L._SL1000_.jpg,https://www.amazon.co.uk/Colgate-Total-Pro-Health-Floss/dp/B011ICLBBU,https://www.chemist-4-u.com/colgate-total-pro-gum-health-interdental-floss-25m,https://www.boots.com/colgate-total-pro-gum-health-interdental-floss-25m-10090055,Colgate Total Pro Gum Health Floss 6 Pack gives you a multipack of interdental flosses for removing plaque and bacteria from between your teeth and gums. It is proven to remove 80% more germs than a normal oral routine.,"•Helps reduce gum problems and tooth decay by removing plaque|•Reaches between teeth where cavities can develop|•Slides easily between teeth without shredding|•25m tape in each dispenser|•Hygienic easy close lid|•Full Colgate Total® Pro Gum Health Range available: toothpaste, mouthwash, toothbrush and interdental brushes",Colgate® Gum Health Floss 25 m 1 Pack,,0689992397277,Gum Health Floss,Brand,Colgate®,,,Product Type,Gum Health Floss,,,Used For,Reduce Gum Problems and Tooth Decay by Removing Plaque,,,Special Features,Hygienic Easy Close Lid,,,Ingredients,,,,Size,25,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_59,Child_2,0M-BVPT-JRVG,B011ICLBBU,Colgate Total Pro Gum Health Floss (25m) - Pack of 2,Y,2,Y,0621STFC6K5,5.2,21/06/2017 12:16:13 BST,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Colgate,,Found,https://www.colgate.com/en-gb/products/specialty/colgate-total-pro-gum-floss,,,,,,https://images-na.ssl-images-amazon.com/images/I/61DQ0Y-DO1L._SL1000_.jpg,https://www.amazon.co.uk/Colgate-Total-Pro-Health-Floss/dp/B011ICLBBU,https://www.chemist-4-u.com/colgate-total-pro-gum-health-interdental-floss-25m,https://www.boots.com/colgate-total-pro-gum-health-interdental-floss-25m-10090055,Colgate Total Pro Gum Health Floss 6 Pack gives you a multipack of interdental flosses for removing plaque and bacteria from between your teeth and gums. It is proven to remove 80% more germs than a normal oral routine.,"•Helps reduce gum problems and tooth decay by removing plaque|•Reaches between teeth where cavities can develop|•Slides easily between teeth without shredding|•25m tape in each dispenser|•Hygienic easy close lid|•Full Colgate Total® Pro Gum Health Range available: toothpaste, mouthwash, toothbrush and interdental brushes",Colgate® Gum Health Floss 25 m 2 Pack,,0689992397277,Gum Health Floss,Brand,Colgate®,,,Product Type,Gum Health Floss,,,Used For,Reduce Gum Problems and Tooth Decay by Removing Plaque,,,Special Features,Hygienic Easy Close Lid,,,Ingredients,,,,Size,25,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,
Parent_59,Child_3,LF-S8X2-RK2A,B0122ZKWOO,Colgate Total Pro Gum Health Floss (25m) - Pack of 6,Y,6,Y,0627SZE5ED5,12.8,27/06/2017 12:38:16 BST,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Colgate,,Found,https://www.colgate.com/en-gb/products/specialty/colgate-total-pro-gum-floss,,,,,,https://images-na.ssl-images-amazon.com/images/I/61DQ0Y-DO1L._SL1000_.jpg,https://www.amazon.co.uk/Colgate-Total-Pro-Health-Floss/dp/B0122ZKWOO,https://www.chemistdirect.co.uk/colgate-total-pro-gum-health-floss-6-pack/prd-3omf,https://www.boots.com/colgate-total-pro-gum-health-interdental-floss-25m-10090055,Colgate Total Pro Gum Health Floss 6 Pack gives you a multipack of interdental flosses for removing plaque and bacteria from between your teeth and gums. It is proven to remove 80% more germs than a normal oral routine.,"•Helps reduce gum problems and tooth decay by removing plaque|•Reaches between teeth where cavities can develop|•Slides easily between teeth without shredding|•25m tape in each dispenser|•Hygienic easy close lid|•Full Colgate Total® Pro Gum Health Range available: toothpaste, mouthwash, toothbrush and interdental brushes",Colgate® Gum Health Floss 25 m 6 Pack,,5018741980012,Gum Health Floss,Brand,Colgate®,,,Product Type,Gum Health Floss,,,Used For,Reduce Gum Problems and Tooth Decay by Removing Plaque,,,Special Features,Hygienic Easy Close Lid,,,Ingredients,,,,Size,25,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Description Matched,,,,,,
Parent_60,Child_1,SGL-CDEF,,Corsodyl Daily Expanding Floss 30m Pack of 1,,,,,,,,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Corsodyl,,Found,https://www.corsodyl.co.uk/products/toothbrush-and-floss/floss/,,,,,,https://i-cf3.gskstatic.com/content/dam/cf-consumer-healthcare/paradontax/en_GB/Update-%20banners%20and%20promos/ProductRange_floss.JPG?auto=format,https://www.amazon.co.uk/Corsodyl-Daily-Expanding-Floss-Pack/dp/B008MKDLV0,https://www.dentalsky.com/alliance/corsodyl-daily-expanding-floss-30m-gsk.html,https://qatar.desertcart.com/products/51103601-corsodyl-daily-expanding-floss-30m-pack-of-3,"Daily flossing cleans away hidden plaque bacteria which can cause gum disease. Corsodyl Daily Expanding Floss contains compressed fibres to reach the space in between the teeth. The fibres then expand to help clean effectively for a fresh, clean feeling.","•Daily flossing cleans away hidden plaque bacteria which can cause gum disease|•Use CORSODYL DAILY EXPANDING FLOSS to help clean between the teeth and along the gum line where brushing may not reach|•It CORSODYL DAILY EXPANDING FLOSS contains compressed fibers to reach the space between the teeth. The fibers then expand to help clean effectively for a fresh, clean feeling|•Use alongside other products in the CORSODYL DAILY RANGE. Contains Sodium Fluoride. Trade Marks are owned by or licensed to the GSK group of companies.",Corsodyl® Expanding Floss 30 m 1 Pack,,0696233771949,Expanding Floss,Brand,Corsodyl®,,,Product Type,Expanding Floss,,,Used For,Prevent Gum Problem,,,Special Features,It Corsodyl Daily Expanding Floss Contains Compressed Fibers to Reach the Space Between the Teeth,,,Ingredients,Sodium Fluoride,,,Size,30,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
Parent_60,Child_2,M5-0SN2-TRRR,B008MKDLV0,Corsodyl Daily Expanding Floss 30m Pack of 3,Y,3,,0518S88S69T,8.29,18/05/2017 10:49:52 BST,Inactive,Health & Beauty>Dental Care>Dental Floss & Picks,Health & Beauty,Dental Care,Dental Floss & Picks,Dental Floss & Picks,Corsodyl,,Found,https://www.corsodyl.co.uk/products/toothbrush-and-floss/floss/,,,,,,https://i-cf3.gskstatic.com/content/dam/cf-consumer-healthcare/paradontax/en_GB/Update-%20banners%20and%20promos/ProductRange_floss.JPG?auto=format,https://www.amazon.co.uk/Corsodyl-Daily-Expanding-Floss-Pack/dp/B008MKDLV0,https://www.dentalsky.com/alliance/corsodyl-daily-expanding-floss-30m-gsk.html,https://qatar.desertcart.com/products/51103601-corsodyl-daily-expanding-floss-30m-pack-of-3,"Daily flossing cleans away hidden plaque bacteria which can cause gum disease. Corsodyl Daily Expanding Floss contains compressed fibres to reach the space in between the teeth. The fibres then expand to help clean effectively for a fresh, clean feeling.","•Daily flossing cleans away hidden plaque bacteria which can cause gum disease|•Use CORSODYL DAILY EXPANDING FLOSS to help clean between the teeth and along the gum line where brushing may not reach|•It CORSODYL DAILY EXPANDING FLOSS contains compressed fibers to reach the space between the teeth. The fibers then expand to help clean effectively for a fresh, clean feeling|•Use alongside other products in the CORSODYL DAILY RANGE. Contains Sodium Fluoride. Trade Marks are owned by or licensed to the GSK group of companies.",Corsodyl® Expanding Floss 30 m 3 Pack,,0696233771949,Expanding Floss,Brand,Corsodyl®,,,Product Type,Expanding Floss,,,Used For,Prevent Gum Problem,,,Special Features,It Corsodyl Daily Expanding Floss Contains Compressed Fibers to Reach the Space Between the Teeth,,,Ingredients,Sodium Fluoride,,,Size,30,m,,Material,,,,Colour,,,,Re-Usable (Yes/No),No,,,Organic (Yes/No),,,,Number of Heads,,,,Package Type,Box,,,Number of Pieces,,,,Package Quantity,,,Legacy,Country of Origin,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,,,,,,,
